sample_index,image_path,image_sha256,noisy_label,class_name,trusted_v1,rejection_reasons,knn_label_agreement,prototype_top1_label,prototype_margin,clip_flip_cosine,cross_class_duplicate_conflict
5056,/home/lux1/noise/train/0245/13901ba50643443c93904605e1aa74c2.jpg,847d20cf8c918e9dd629d6e226188f45b7348a288a56cec468d828032a159b01,245,245,False,low_knn_agreement,0.25,245,0.0151152015,0.99015576,False
5057,/home/lux1/noise/train/0245/13b8af0a3ea14958865bbce3a1ea1d32.jpg,b31f7627ed354e015bc5c6fb4815e985b14f40bb2f1e0e075193004fa5b5b91c,245,245,False,low_knn_agreement;low_prototype_margin,0.2,245,0.007714629,0.99286973,False
5058,/home/lux1/noise/train/0245/1ef0da25b7f248908e2f8450264bbd23.jpg,cf346b71c4f981ae824379b553f3c5317fb3441cac9df3674a02159ced2d933c,245,245,False,prototype_label_mismatch;low_prototype_margin,0.45,309,0.0019183755,0.98395383,False
5059,/home/lux1/noise/train/0245/314bdd075fe74e279d5e765d269a90a8.jpg,57705d605f2b8628e65415940011292ffab7f8f3723701fc2ab35ac90db57123,245,245,False,low_knn_agreement;prototype_label_mismatch,0.05,193,0.020296931,0.98041266,False
5060,/home/lux1/noise/train/0245/526fb1794b37426daf793db03b1011ee.jpg,58473399cb1c933aee0856af2a81295073e9b01722109e046b6d9b07b29edae4,245,245,False,low_prototype_margin,0.4,245,0.0053925514,0.9947146,False
5061,/home/lux1/noise/train/0245/5e5c0d5710bb4d209132ff780e3f886c.jpg,b6cd75fd25c0804b13e8955cace8e103799f7e6f488ffacf9ceb6348e8192d49,245,245,False,low_knn_agreement;low_prototype_margin,0.25,245,0.009921372,0.99010944,False
5062,/home/lux1/noise/train/0245/69f2c8e02ef64cb1b4affa3f597095d8.jpg,deefa0a45ade791cda9e8ea1d64686b63d372f569bad087a4137fc01e8be3f44,245,245,False,low_knn_agreement,0.15,245,0.023302794,0.98029,False
5063,/home/lux1/noise/train/0245/6b7f8913eaf843268aed7f7610216c63.jpg,1839f58de25f3ba35524153f6c9a3ab8cd5a7422adcada32eee20a9d471a9d52,245,245,True,,0.4,245,0.019682944,0.9934961,False
5064,/home/lux1/noise/train/0245/73c2a67eff564ebfa22e6f46266d6bdd.jpg,b77de938be6873606e01f75cb52d9bdd4e1f832a4f98c0f34ac5d7f06c92220a,245,245,False,low_knn_agreement;low_prototype_margin,0.25,245,0.0051178336,0.9805859,False
5065,/home/lux1/noise/train/0245/7e0549e9145247ca82f8e1229897034e.jpg,3b0634a6bb376e37004d5f5c07ba4f5b77164681c4b482086edf56da2bad583e,245,245,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,205,0.0021098256,0.9913763,False
5066,/home/lux1/noise/train/0245/804ac06c8e334e2887ad1d69c0aa6a03.jpg,c1e3eee8a5a71e913b190b577049c695373dcdbe6cad644df3856cb9abd88cfa,245,245,False,prototype_label_mismatch,0.4,298,0.010963738,0.98804045,False
5067,/home/lux1/noise/train/0245/8d0690a2367b470f8bd0e0a0fa14f9bb.jpg,c4148a1d30b7caebb7424b7693f4b0da627ca7763c040781dae6597a709707df,245,245,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,427,0.0014654398,0.9908935,False
5068,/home/lux1/noise/train/0245/9bd8e9d2728346bda5ec89efe1ef52ac.jpg,4890ea3d882428c599d1598b8eaa64c504fb15c2dfa9fb33974dae6a36c01d5f,245,245,False,low_knn_agreement,0.25,245,0.011796057,0.9914465,False
5069,/home/lux1/noise/train/0245/a9622b43dd0643738cbf8ad64ac03f1b.jpg,014f5d3e332b519446f26e42647d62d0d42ef65dd795c52b693cce8db7d77181,245,245,True,,0.75,245,0.017848372,0.9931923,False
5070,/home/lux1/noise/train/0245/abccd688f8c048c6b6b2f93b39f15843.jpg,0a98c5886a06a82e2b611cf753b166a46acc1fd6fab69f35ea8706fbecd93777,245,245,True,,0.65,245,0.021643281,0.9929481,False
5071,/home/lux1/noise/train/0245/b0e6d0ded9814c71b1c748ed8625b4ab.jpg,f1fbbdd8d9ebfa105d0a073e6f596fc4b2bb98afa346fcf4b44816b32248e19d,245,245,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,435,0.0045181513,0.9941126,False
5072,/home/lux1/noise/train/0245/bea230f0e357496a9cf9831a107b5cba.jpg,0f51c612411119e06f07fa0bfbe7b7eae5dcb4c86b0e4fe88d928ebd2384901e,245,245,False,low_knn_agreement;prototype_label_mismatch,0.25,309,0.01935333,0.9958847,False
5073,/home/lux1/noise/train/0245/d7a392db82d84a098e2706ea552eb4a8.jpg,ca2cf4723ae47d9298cb1d259d763b98bf6273568378bb466e3ac0d2b0f8283f,245,245,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.25,27,0.0037680864,0.99190146,False
5074,/home/lux1/noise/train/0245/dbdf9ce8ea5e47dfab91dbadcc717a17.jpg,639322afb9b841bf781be2e295445558ba5047c5931080b714bc2f8e47964038,245,245,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,61,0.006226599,0.98549825,False
5075,/home/lux1/noise/train/0245/dd04318cbcc6449890c6ea90e2a2a8ff.jpg,799132b644acd80021cdd8505924cd79a911d1d2bb461ed4f16c8f0d2f7198a6,245,245,False,low_knn_agreement;low_prototype_margin,0.15,245,0.00608176,0.9909333,False
5076,/home/lux1/noise/train/0245/f232576b35f34336bcb82cd53d53dd56.jpg,1e51af0ee7b04c1f26ddbe73060d195e343edc0c7801b0ca9e923d450a12c260,245,245,False,low_knn_agreement;prototype_label_mismatch,0.2,309,0.016457438,0.9959101,False
5077,/home/lux1/noise/train/0246/038fed4a78a04aed929ef80e2d4d23c2.jpg,74556c9f75a3f5b281bf0df2cbf2ed97bce91f850b629e28bdce40b63405691e,246,246,True,,0.65,246,0.02821505,0.92822766,False
5078,/home/lux1/noise/train/0246/055adcc623044c56b2e54644d3790394.jpg,6e79ee226d2c12062a937ab3f3eeab5be5b93c3b9587591b81d3fb1e92d88c07,246,246,True,,1.0,246,0.050605953,0.9322103,False
5079,/home/lux1/noise/train/0246/0821c2d2b19e4d50b3dc7d109c079d55.jpg,f317b28522953764075e25c26d229b19e43b6f2530280af577171fc1f4993f53,246,246,True,,0.95,246,0.03606075,0.98246115,False
5080,/home/lux1/noise/train/0246/1260e73aec2e44efa4fcad6f257bb64a.jpg,9df71781dc1edf8d17ba716aa9919e9d495326c322fffd0c10439f22dd9dd55a,246,246,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,51,0.0032683015,0.98134065,False
5081,/home/lux1/noise/train/0246/1ca3be4f942b47ecb8ffb7b17900aa46.jpg,5bb2de6d92f33cdf362980d1c93fda79d0ee8406f09016c003649f379919457e,246,246,True,,0.95,246,0.0373345,0.97117305,False
5082,/home/lux1/noise/train/0246/1d2769817e26440fbf7cb779100fcd8c.jpg,a05b6a0543cbe914c798cb5a732b819c246ad2bdb0e8cfb8a95a3a25fbeb5d38,246,246,True,,1.0,246,0.04869157,0.9948019,False
5083,/home/lux1/noise/train/0246/24c8b36117e24a6482db08a61c2f095e.jpg,04612f104c05c7e43630910553941e1c0a68aa52f28239ca80e99fd0c570d49d,246,246,True,,1.0,246,0.032640517,0.98718596,False
5084,/home/lux1/noise/train/0246/34476d6a6aaf4914b56b8bb873241046.jpg,47fe6c9129208093dc6c267ca382e3acb92b6bf175322c5a7cae75feeb049013,246,246,True,,0.6,246,0.027347147,0.94259447,False
5085,/home/lux1/noise/train/0246/3a49e366f57c4699a9ed7816de2b0619.jpg,92b67dc675986606232408e8044552034ef14b481a83e672a0c8e684fbf33d15,246,246,True,,0.95,246,0.04707378,0.98943615,False
5086,/home/lux1/noise/train/0246/5dc6188dfbde4a54a8f12e0819f41b7e.jpg,aea09115e023cf09e4a4fddf5f58aa86285d377821d8194f734de31bd3994de6,246,246,True,,0.95,246,0.030900896,0.9937317,False
5087,/home/lux1/noise/train/0246/793f12c1956e47faaf64b281d08ec687.jpg,e39379edc9a3c29659cef08908111df1672c2845bd27a054ac14a96c6ee725fc,246,246,True,,1.0,246,0.032708585,0.9913906,False
5088,/home/lux1/noise/train/0246/7e4689de1f6142c4985bafbd0db45a75.jpg,fcce27717ffad62083363e65860d137028ce2c8b04b52e276b7dac210a21f28d,246,246,False,low_knn_agreement;prototype_label_mismatch,0.25,160,0.012270033,0.98880875,False
5089,/home/lux1/noise/train/0246/7f6e62427e2c4280a759b6bc0d5ae139.jpg,146e08e2505cebe883dde9ac762babb71ef01459d12b0f1cc8eef55f96f01fdf,246,246,False,low_knn_agreement,0.3,246,0.011022389,0.9913423,False
5090,/home/lux1/noise/train/0246/8cc572f321934a84bbfea10734bb0fa6.jpg,6673c14d4bcc514252f12c28104b364ff2153b52d7e98a143d0ffda39fe34cfa,246,246,True,,1.0,246,0.02577871,0.96782446,False
5091,/home/lux1/noise/train/0246/9b63acf8a37648d79482173069cffa0c.jpg,d358bef859bfe5738b5fa85f2a6869a6aa3d573359723d13c0d7f40606c9f5f7,246,246,True,,1.0,246,0.020747423,0.99495816,False
5092,/home/lux1/noise/train/0246/a9a6cde687964a2599c5b8f4428df93f.jpg,8cff0caf168e8ba3ccbb24ea481d318eaab5052c052341c17a785404ddfbde77,246,246,True,,1.0,246,0.053910553,0.9953063,False
5093,/home/lux1/noise/train/0246/c618fc68393643c0a9148615bfe4bb0e.jpg,a86395c3d687d954c0833e7e2f7f56e6cabfda5e89f68d2520487417e74e8fab,246,246,False,low_prototype_margin,0.7,246,0.0038874745,0.98175347,False
5094,/home/lux1/noise/train/0246/d1bda849e20549f18c6d52b67b0da001.jpg,3366cffc686b9505b08fc7ec0830ed8cab1b365deddc894a7ec351764223c548,246,246,True,,0.5,246,0.018808603,0.9445454,False
5095,/home/lux1/noise/train/0246/ea5fedf3014e471cb1b79f791e64806c.jpg,f870fc4a1a60957862c086f9ed6c76035ea55e318313341cf4abdbe20303ad4e,246,246,True,,1.0,246,0.057119787,0.9778829,False
5096,/home/lux1/noise/train/0246/ed183cafaf5241cbaa27c80b22d88925.jpg,953b5af3196224de01ae10507fd4c3401d95900b4bc93c1394be884d5b551483,246,246,True,,1.0,246,0.044292152,0.99465865,False
5097,/home/lux1/noise/train/0246/f93821ae2a8043ae8f691326b9953173.jpg,39ddfeff4e2147f9401113b28aa2369aea40f18fe1d70fe90efbb87a2b7bf48b,246,246,True,,0.9,246,0.040128946,0.987921,False
5098,/home/lux1/noise/train/0247/2e094404ab754c3cb515bbf503ab211d.jpg,e138214475cf0621bfd014d30dabc35f40a9d20e93d8db842511bf9bf2a12325,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,436,0.0073201656,0.96671784,False
5099,/home/lux1/noise/train/0247/40a8f5f450b7415f8682a04517373958.jpg,8940f04d03956419309a00e72408a30e47a7f842a5c4d8d6d59c2e295f70cc8c,247,247,False,low_knn_agreement;prototype_label_mismatch,0.0,453,0.02096212,0.99086475,False
5100,/home/lux1/noise/train/0247/435b40b6f1b441a68a7e15ca3d2b2e61.jpg,f6861e737cd051242d8f0b7cd61df2a928b6ea8d1070fc801863c593205683ab,247,247,False,prototype_label_mismatch,0.45,492,0.018540263,0.99378985,False
5101,/home/lux1/noise/train/0247/451ef2a4589f4d038473b4c612946ab7.jpg,42b902daba47c1bc1944d4473e7f153699580c4fc82557b283913795b45aa573,247,247,True,,0.4,247,0.022489786,0.99473286,False
5102,/home/lux1/noise/train/0247/4f04fddf635d496792fa7b71d0fe6237.jpg,6db1844ebeacac54157347b348b78056fdeefb8658afdeecd8692d7db1af514d,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,92,0.0010155439,0.9873799,False
5103,/home/lux1/noise/train/0247/4f9691aa631641ebb3c03aa54f504691.jpg,52ad46456eca8ebdddcf9e2cf25b371b36ef737837c3fd08f5885910aea54c46,247,247,True,,0.4,247,0.023257792,0.9822685,False
5104,/home/lux1/noise/train/0247/4fa1471907d840d98f7e70981f570b03.jpg,8d5c5dde96023d3a0fe73f41e0adf23a6533de953941741725f697d8e210e613,247,247,False,low_knn_agreement,0.2,247,0.019354403,0.8991944,False
5105,/home/lux1/noise/train/0247/51dc0de8d2bb494bb67f5daa80e52911.jpg,657b7cc3f34db4c1a59b1c2476a97a1918079e5e53cfa62a14823914b22183fe,247,247,False,low_knn_agreement;prototype_label_mismatch,0.25,492,0.010397375,0.9292501,False
5106,/home/lux1/noise/train/0247/5a2fadb7a258483b8a3cfbe7b0bbb22d.jpg,ff04ef27e8a15a648ec989f34bfba2b707c00b5afcdb20814858d3260712a333,247,247,True,,0.4,247,0.034394383,0.97467697,False
5107,/home/lux1/noise/train/0247/64901fa7db7941de85d2d2fcbf403843.jpg,51bb2f585e06e0a339118088345a91cba698363bb909dc2fe40277c0e3a83a9c,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,164,0.0016618967,0.98367274,False
5108,/home/lux1/noise/train/0247/936f16309b064cc29ce4718cb3bc9b27.jpg,1ba0a1b7f627e66909f20367fa3e5bed4857fa076925296f9ec2c8f1edc58530,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,495,0.0039289594,0.9953469,False
5109,/home/lux1/noise/train/0247/93a601baa09f452698ed026098bd1dd8.jpg,585196163938ba80cb48cd2f42e52f0f63a1367bec4b54e863a14fdc32abcb92,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,24,0.0007070303,0.9582296,False
5110,/home/lux1/noise/train/0247/a3d54636658f46e4b1447822dfc770a3.jpg,256b72859a0ddc5690d561701c94d2e2e36739f041b8e0cf12dbd4c4406243e4,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,169,0.0017769337,0.9887027,False
5111,/home/lux1/noise/train/0247/cdca9a19e42f4d3c823041c280a52e60.jpg,4b0a5777ed52c791eb5725fb53987fd3c68691549e78ffcd90e9e19a06cfcc89,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,492,0.002970457,0.9957015,False
5112,/home/lux1/noise/train/0247/d9aeb33ba60c4cfcabbf516f38e44714.jpg,807bb98cf5511545314eeb0f557a0ae96d1a3cddb0b795f941aa92cd59d856ed,247,247,False,low_knn_agreement;prototype_label_mismatch,0.15,164,0.010159612,0.9887403,False
5113,/home/lux1/noise/train/0247/da8b2d923c2f4397958ba5e73a26b441.jpg,ad833fcc66f3cf47c311d4ed253a08efa03f5f9db98cc7d383d68fc443edad2f,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,492,0.009455442,0.9928091,False
5114,/home/lux1/noise/train/0247/dcd4612807b84820828dfbb1696b8f3d.jpg,0a89cecbcdf93e78f9732d3bc14f8e8a5a1c34a7d19df12a48003d3a15f06655,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,391,0.0036281347,0.9637925,False
5115,/home/lux1/noise/train/0247/e1b32096537b4945883615970618a566.jpg,85c615540c98c35abff3f65d8a63a9eba3c554b29bc67a7b1c7149781ade0f7e,247,247,False,low_knn_agreement;prototype_label_mismatch,0.05,145,0.028500557,0.9944719,False
5116,/home/lux1/noise/train/0247/ee05abc7176149989beb91046e0b836a.jpg,93e7f8839765e77e50792c54b224c216dcaae44e078db7c07fbe385b2e932dbd,247,247,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,140,0.00018543005,0.97509706,False
5117,/home/lux1/noise/train/0247/f6d265d1778f4ae6b3774766cf1f2706.jpg,3ec9f83ae8f19bce73fc0a5859ec7e67c3bb4354f3a262c69b8bbb31387f9038,247,247,False,low_knn_agreement,0.35,247,0.013078451,0.9688653,False
5118,/home/lux1/noise/train/0248/0017b0bfb5064f629548907689cc0d63.jpg,9f9f77d76ca5db53ce063e22e51d22f0a5e7b2c6cc02b034a2fe0084d220d395,248,248,False,low_knn_agreement;low_prototype_margin,0.25,248,0.008412242,0.9907217,False
5119,/home/lux1/noise/train/0248/15743a0110c949679fb9bcdabed20130.jpg,2a027f3772d84d98b827353395d8248492d23213a3294df598833edcd0cc31c0,248,248,False,low_knn_agreement;low_prototype_margin,0.25,248,0.008392632,0.99141043,False
5120,/home/lux1/noise/train/0248/1d97e4c274cb4bcca627d1fa35a2baa2.jpg,43cb416920b09ae68845c36b22c433ba67f70abea4a53a4688961625386c9608,248,248,False,low_knn_agreement;low_prototype_margin,0.1,248,0.0015965104,0.99547994,False
5121,/home/lux1/noise/train/0248/31a03b6dd9d2493ea1fd37c9241db05e.jpg,41ecb4f464ecc0b94a51b21b7f2ecd8eeab15df429723c397f5f5bfba6bbd53e,248,248,False,low_prototype_margin,0.55,248,0.009487331,0.9932093,False
5122,/home/lux1/noise/train/0248/3b45bd09e6ab49d4b7ba67bc522e9131.jpg,1f0e15b29f28d86ae8770cf2f5bd59be376146ddc0b4514be506141748bb101f,248,248,False,low_knn_agreement;low_prototype_margin,0.15,248,0.001803875,0.9863867,False
5123,/home/lux1/noise/train/0248/48a01ef31011409e911afae3f8b12893.jpg,3ec68afb535b8bbdc0f248770a8653ac1a0af98078b10da3cb1854d2cfb325b5,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin;low_clip_flip_cosine,0.1,212,0.009805381,0.7244443,False
5124,/home/lux1/noise/train/0248/4be50966a2d545a285815d6eec08e6b2.jpg,865b613cca2bca8b8a87891ba4cce78149a0e6b62d6967ba3f746b05ddcc6f1e,248,248,False,low_knn_agreement;low_prototype_margin,0.3,248,0.0020956993,0.9935183,False
5125,/home/lux1/noise/train/0248/4cecb22f54f740af874477e470e2d5a5.jpg,08d99631ee72972da06b9ac1c66fdec59e9ad17027a878865ab38647b88722b7,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,132,0.0018497109,0.9922276,False
5126,/home/lux1/noise/train/0248/5407f6320ae0497798a9356c3b619a99.jpg,7fe8e48afba590dc664dbd81485af5f6146f674d4bc15bfcf02cd3c14bb2f595,248,248,False,low_knn_agreement;low_prototype_margin,0.35,248,0.0045380592,0.9941487,False
5127,/home/lux1/noise/train/0248/8989d4ba151f4d4dbe66fa35e68dab68.jpg,30aa64fb9713e7a8bdd31c36b47951ff6fa78a319323d5e8b2420a784e9f4deb,248,248,False,prototype_label_mismatch;low_prototype_margin,0.55,153,0.0036682487,0.98233163,False
5128,/home/lux1/noise/train/0248/a2652b8bc5f84c05a61623c04514e9e5.jpg,0c62021af8694e4915d76f479a72718d136c7baa0018d82d961154be7dc1b93a,248,248,True,,0.45,248,0.014891028,0.98777604,False
5129,/home/lux1/noise/train/0248/a324bc62236446e1a16ea21ca85c4ea9.jpg,75db56f976f13d6a8619c69eb23f0f05cc558c06253a4dda34be8344ad6bb149,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,153,0.008976817,0.9931522,False
5130,/home/lux1/noise/train/0248/d200cd0e87304b8c8b2ebe2b5cf4d27c.jpg,79b96d3860a83a6f8445ec450e21ed7ddd0329acbcd47e6d5dc6505c7aea5767,248,248,False,low_prototype_margin,0.45,248,0.005308509,0.9917287,False
5131,/home/lux1/noise/train/0248/e95a073e2fce44d58003d8b5c43ce13c.jpg,95eee70e626c8f8d7b84bc8f4448cb325a111b7d2906dd443979fde7b7b3eb8a,248,248,False,low_knn_agreement;low_prototype_margin,0.1,248,0.0032362342,0.9822134,False
5132,/home/lux1/noise/train/0248/ec4ba7ef3ced4a8298ce6d3c83748701.jpg,ce15fac78ab76818e3bb833be510a8e3d1cf8825143509b2740eeaaf6d475b11,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,153,0.008767605,0.98904157,False
5133,/home/lux1/noise/train/0248/ed889e9e3d4e448e942515949da779d5.jpg,47dd30ccd86e384ca22b26d3e06681116748a41eda3fcec688737ec25c786160,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.35,153,0.006882131,0.9882759,False
5134,/home/lux1/noise/train/0248/f106af240a0f487a8941711075a3df84.jpg,02c2e4e308c1344c10d79902b98d285c373e03c71589e27e1ec2656b69f70635,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,132,0.00021928549,0.95840394,False
5135,/home/lux1/noise/train/0248/f4edadda02f94c08af45d970ddd7f532.jpg,a82e7fd71ea374dbe04af8a3c4f298afd09e4a3ff84914d1e3886816107dcb17,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.15,483,0.0050299764,0.978299,False
5136,/home/lux1/noise/train/0248/fafa0ad02da64e2ab045bb3b5d32e211.jpg,03cf538027aced5292c74e22c1942bed2b8f648726d930cac0162a84de6b21c6,248,248,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,376,0.008745313,0.99187076,False
5137,/home/lux1/noise/train/0248/fdabfbb37b5941e98c0f9bb4744a199b.jpg,7d7c89ade44237cbb71ff2d292e33f31196745c6f3f3ec410fcf55b149a6c3a3,248,248,True,,0.5,248,0.018908143,0.99534535,False
5138,/home/lux1/noise/train/0249/1c889da0bc364e398acab8ed9e0ec663.jpg,5365b9e09b235d2da7985375f24a0ae1816edf2022e1d4f2c8a5a5435a035be3,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,256,0.0011033416,0.99615663,False
5139,/home/lux1/noise/train/0249/206834fa665740c9ab58720b0a83e33c.jpg,4c93ef8b7b275969a02d0d6dc3c6d750443ff7e0600289b4027ea47f6fe67087,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,266,0.00878644,0.9832307,False
5140,/home/lux1/noise/train/0249/20a36ecd16e24ac0807469e65ebf2920.jpg,429475c4c44cbe3e0b4a13f2806e3fd8976d2399b54ab16ad71b088e4542e142,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,256,0.005335331,0.99422646,False
5141,/home/lux1/noise/train/0249/21d801f3cdb74bd693a4c5bdb1d571e5.jpg,44ba687f86a4563a32a9471b62163282ba62fd6565647e22fd06e57d2dcebec4,249,249,True,,0.45,249,0.017073095,0.95712084,False
5142,/home/lux1/noise/train/0249/21eb0fd49ba842a591c16b44d69b5998.jpg,881a5f8da77805b77700d1f4c4028941817ce61a987369b154a0a4880f607cae,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,181,0.0065855384,0.93867815,False
5143,/home/lux1/noise/train/0249/45c2650808084e9a92612683e0a53d3e.jpg,35d92697a466bb6849185b36b8511b89dee0a0c0bdaf396a2d34e39f2a17612d,249,249,False,low_prototype_margin,0.4,249,0.00026094913,0.9872622,False
5144,/home/lux1/noise/train/0249/564451494dd94dba9250660af138e05d.jpg,d0635525c2c130fd1870800d648f1385928a04e700897c77392fdcc7f8c53cef,249,249,False,low_knn_agreement;prototype_label_mismatch,0.05,10,0.022855699,0.9515215,False
5145,/home/lux1/noise/train/0249/57424067095241a3b8e80d24536a9548.jpg,5257e2d25365bfff519c3caf9bb4fa3f06701d99866e030a5900ed03bdfac111,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.0,483,0.008075178,0.8849607,False
5146,/home/lux1/noise/train/0249/584c761e3a784db391c7011b3fe143e8.jpg,586b70db558e9ab47ba25565ab5eb49c57419684a9fc23bf650eaf208e5c163c,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,184,0.0023450255,0.9880979,False
5147,/home/lux1/noise/train/0249/60d3fb4494fe4e70815903b3a053228e.jpg,db57dc689a6de00e69a40531239b2e073cb68d27233ba2209192fdf58046f1d9,249,249,False,low_knn_agreement;low_prototype_margin,0.35,249,0.009257674,0.96929765,False
5148,/home/lux1/noise/train/0249/65509f33a2df45f28eeb37e91b50b9e9.jpg,cfdb76c211794fe5c8b0efd6ba1edd6c6859f4106adfdc0944707698c823a95c,249,249,False,low_knn_agreement;prototype_label_mismatch,0.05,10,0.017750502,0.9924355,False
5149,/home/lux1/noise/train/0249/7b98228eaa0c40fb85a41dd669bf03d7.jpg,92e5405dfebaaa6fd946643c00b6baa4c2bd0d8b78d781aabdf1b070ba08525a,249,249,False,low_prototype_margin,0.5,249,0.00868243,0.96769935,False
5150,/home/lux1/noise/train/0249/8308f6e0707b49eabca3c5bfaae80833.jpg,d71a85ff067136960e30912f80bd08b3354fcef476c4711bba0b6eb574daf4c5,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.3,424,0.0073792934,0.9923643,False
5151,/home/lux1/noise/train/0249/8c144b653d904813822730db5190d21a.jpg,5aece40e97c55638c4a05432c1da852094bcaf6553720e5daad7dbdcf1428a24,249,249,False,low_prototype_margin,0.5,249,0.0057923794,0.98763305,False
5152,/home/lux1/noise/train/0249/9464193e81c8400aa2b509d781738253.jpg,b405bad120fdba6c9dd4d63c55f0a0df99ec78ca7ba32956dacf7c84034651a7,249,249,False,prototype_label_mismatch;low_prototype_margin,0.4,23,0.005189538,0.98777705,False
5153,/home/lux1/noise/train/0249/9966b0a3890d423080465bc2bd887c93.jpg,c2750300d44d58bfd0ddea35bf9fb86c8be69497c1321ad4ee5f33167cbefec8,249,249,False,low_knn_agreement;low_prototype_margin,0.25,249,0.0057581663,0.91648585,False
5154,/home/lux1/noise/train/0249/b4ef0d9367344ec39eaaee5edf17de90.jpg,c7bc31b9fc4d43b1e999eaf4bc9058af59725ab1c35d82b1c0ba08eb96b29a11,249,249,False,low_knn_agreement;prototype_label_mismatch,0.1,10,0.01056236,0.9714458,False
5155,/home/lux1/noise/train/0249/ba4aed1df98841939a05e0c8c85fb0e2.jpg,8f70252e0986a4b6a6a09901099d80900b3594cfc4a33f4b47354b43b28afc84,249,249,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.2,266,0.00048822165,0.9760227,False
5156,/home/lux1/noise/train/0249/c5f9687ed52e4527b6d27eba54a399be.jpg,1084537dc2281f564302799c81e24890cb89a17014dbe64ec4c74b837192fa66,249,249,False,low_knn_agreement;low_prototype_margin,0.3,249,0.002156973,0.98441213,False
5157,/home/lux1/noise/train/0249/f54bcccb6b1a4c22be1ef697f464fbe4.jpg,3f4dbe46d33428761076019c4163f18b6c83f0d18f947f010ef49013d9581854,249,249,False,low_knn_agreement,0.35,249,0.017576277,0.98914975,False
5158,/home/lux1/noise/train/0250/02b5beb379de44ea8de610cf9b9c5e09.jpg,bc25ddd4999474e2a533394b860532dea624bc6f4e650f9b8962fa580eb47333,250,250,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.05,466,0.008302152,0.97645533,False
5159,/home/lux1/noise/train/0250/091c00b1707d417ca5365d0a192c9063.jpg,629a85f3f44d025d5e15b71f8b1c9b4999c2478f273beb7381e499fdccb2a8aa,250,250,False,low_knn_agreement;low_prototype_margin,0.15,250,0.0016109347,0.98956937,False
5160,/home/lux1/noise/train/0250/20329a0c5d284adfbb314baba5a0deef.jpg,ea1381a801a944e8e46019d1abbdfb7bff683d707297805abd6a6da4252dcd82,250,250,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,373,0.002998948,0.99602973,False
5161,/home/lux1/noise/train/0250/2eb14c7a25ef4decbecca98585489bd3.jpg,cf8fe793dbc1b22c427625249088dbdc02ea29fa83ead771b81be19d8f41c231,250,250,False,low_knn_agreement;prototype_label_mismatch;low_prototype_margin,0.1,3,0.0018535256,0.9873226,False
5162,/home/lux1/noise/train/0250/2f8ef5f8cf5c460cb0c65b070a35afd8.jpg,636252a0d881a89e967353af1580e35c2a9afe37bbe954e9c941dc6c980d99d0,250,250,False,low_knn_agreement;low_prototype_margin,0.3,250,0.0049813986,0.99177086,False
